electrode,euclid_dist_target,radial_dist_target,euclid_dist_entry,radial_dist_entry,radial_angle,line_angle
LAHc,1.92,1.9,1.59,1.48,2.78,1.47
LAm,4.7,4.63,3.48,3.46,6.77,7.32
LPaOp,1.91,0.79,1.02,0.83,1.38,1.5
LPHc,1.91,1.74,2.41,2.23,2.3,0.63
RAHc,19.83,19.56,2.44,2.25,29.09,32.15
RAm,3.4,3.07,3.93,2.32,4.37,1.13
RPaOp,1.8,1.04,1.3,1.22,1.89,1.12
RPHc,2.59,2.35,1.65,1.45,2.95,1.21
