electrode,euclid_dist_target,radial_dist_target,euclid_dist_entry,radial_dist_entry,radial_angle,line_angle
RResLn,3.02,2.16,2.05,1.84,4.01,2.95
RPTe,2.74,2.32,2.3,1.69,3.31,2.71
ROc,2.35,2.04,1.68,1.68,2.72,1.84
RPaPCg,1.66,1.57,2.41,2.3,1.64,1.48
RPHc,2.86,2.39,2.52,2.14,2.61,1.33
RCeOp,1.54,1.03,2.38,2.2,2.05,3.49
RPIn,1.39,1.32,1.0,0.91,0.82,0.29
LAHc,3.11,2.28,2.71,2.06,3.32,2.34
